"","Date","AAPL.Adjusted","MSFT.Adjusted"
"2013-11-13",2013-11-13,67.130127,33.206997
"2013-11-14",2013-11-14,68.101059,33.085175
"2013-11-15",2013-11-15,67.692329,32.928539
"2013-11-18",2013-11-18,66.872269,32.371616
"2013-11-19",2013-11-19,66.990891,32.213787
"2013-11-20",2013-11-20,66.404221,32.511902
"2013-11-21",2013-11-21,67.195892,32.792469
"2013-11-22",2013-11-22,67.023102,32.941528
"2013-11-25",2013-11-25,67.531151,33.002914
"2013-11-26",2013-11-26,68.776688,32.748646
"2013-11-27",2013-11-27,70.396179,32.967834
"2013-11-29",2013-11-29,71.699783,33.432549
"2013-12-02",2013-12-02,71.075706,33.71312
"2013-12-03",2013-12-03,73.0214,33.59037
"2013-12-04",2013-12-04,72.851219,34.142746
"2013-12-05",2013-12-05,73.225151,33.31855
"2013-12-06",2013-12-06,72.209099,33.634212
"2013-12-09",2013-12-09,73.035606,33.94109
"2013-12-10",2013-12-10,72.922142,33.415001
"2013-12-11",2013-12-11,72.381866,32.976608
"2013-12-12",2013-12-12,72.276154,32.634655
"2013-12-13",2013-12-13,71.488319,32.169949
"2013-12-16",2013-12-16,71.884155,32.345303
"2013-12-17",2013-12-17,71.560516,32.020889
"2013-12-18",2013-12-18,71.016411,32.073505
"2013-12-19",2013-12-19,70.202774,31.784145
"2013-12-20",2013-12-20,70.790741,32.266399
"2013-12-23",2013-12-23,73.507507,32.108578
"2013-12-24",2013-12-24,73.195473,32.511902
"2013-12-26",2013-12-26,72.709373,32.827541
"2013-12-27",2013-12-27,72.218124,32.696033
"2013-12-30",2013-12-30,71.499908,32.696033
"2013-12-31",2013-12-31,72.338036,32.80125
"2014-01-02",2014-01-02,71.320679,32.58205
"2014-01-03",2014-01-03,69.754066,32.362835
"2014-01-06",2014-01-06,70.134438,31.678938
"2014-01-07",2014-01-07,69.632866,31.924446
"2014-01-08",2014-01-08,70.073868,31.354523
"2014-01-09",2014-01-09,69.179001,31.152859
"2014-01-10",2014-01-10,68.7174,31.600014
"2014-01-13",2014-01-13,69.077148,30.670612
"2014-01-14",2014-01-14,70.451653,31.372061
"2014-01-15",2014-01-15,71.866127,32.231327
"2014-01-16",2014-01-16,71.465111,32.345303
"2014-01-17",2014-01-17,69.714096,31.898146
"2014-01-21",2014-01-21,70.797203,31.714005
"2014-01-22",2014-01-22,71.111809,31.503574
"2014-01-23",2014-01-23,71.713974,31.617563
"2014-01-24",2014-01-24,70.410385,32.275166
"2014-01-27",2014-01-27,70.98159,31.591257
"2014-01-28",2014-01-28,65.308212,31.801695
"2014-01-29",2014-01-29,64.566803,32.143642
"2014-01-30",2014-01-30,64.441742,32.319008
"2014-01-31",2014-01-31,64.547462,33.178257
"2014-02-03",2014-02-03,64.667366,31.985817
"2014-02-04",2014-02-04,65.603485,31.871834
"2014-02-05",2014-02-05,66.093475,31.407125
"2014-02-06",2014-02-06,66.478683,31.722771
"2014-02-07",2014-02-07,67.408722,32.055962
"2014-02-10",2014-02-10,68.616371,32.266399
"2014-02-11",2014-02-11,69.520439,32.590805
"2014-02-12",2014-02-12,69.515259,32.853851
"2014-02-13",2014-02-13,70.61908,32.976608
"2014-02-14",2014-02-14,70.562035,32.985371
"2014-02-18",2014-02-18,70.821465,33.056034
"2014-02-19",2014-02-19,69.703331,33.135548
"2014-02-20",2014-02-20,68.896507,33.347565
"2014-02-21",2014-02-21,68.13121,33.550739
"2014-02-24",2014-02-24,68.429565,33.294548
"2014-02-25",2014-02-25,67.717445,33.162048
"2014-02-26",2014-02-26,67.106514,33.100224
"2014-02-27",2014-02-27,68.445129,33.444733
"2014-02-28",2014-02-28,68.259621,33.842247
"2014-03-03",2014-03-03,68.456795,33.374065
"2014-03-04",2014-03-04,68.908203,33.930588
"2014-03-05",2014-03-05,69.053474,33.665577
"2014-03-06",2014-03-06,68.84462,33.700912
"2014-03-07",2014-03-07,68.80442,33.480068
"2014-03-10",2014-03-10,68.866699,33.409401
"2014-03-11",2014-03-11,69.537308,33.586075
"2014-03-12",2014-03-12,69.604744,33.806915
"2014-03-13",2014-03-13,68.831688,33.471237
"2014-03-14",2014-03-14,68.058601,33.303394
"2014-03-17",2014-03-17,68.324509,33.612564
"2014-03-18",2014-03-18,68.928955,34.937641
"2014-03-19",2014-03-19,68.910805,34.690289
"2014-03-20",2014-03-20,68.578728,35.626678
"2014-03-21",2014-03-21,69.119606,35.476494
"2014-03-24",2014-03-24,69.939407,35.776855
"2014-03-25",2014-03-25,70.69175,35.635513
"2014-03-26",2014-03-26,70.015953,35.149658
"2014-03-27",2014-03-27,69.715019,34.769806
"2014-03-28",2014-03-28,69.637184,35.600174
"2014-03-31",2014-03-31,69.621613,36.209713
"2014-04-01",2014-04-01,70.258507,36.589558
"2014-04-02",2014-04-02,70.375259,36.527725
"2014-04-03",2014-04-03,69.88752,36.227371
"2014-04-04",2014-04-04,68.983444,35.220318
"2014-04-07",2014-04-07,67.900345,35.158482
"2014-04-08",2014-04-08,67.896446,35.176163
"2014-04-09",2014-04-09,68.788864,35.750351
"2014-04-10",2014-04-10,67.901665,34.769806
"2014-04-11",2014-04-11,67.399635,34.637295
"2014-04-14",2014-04-14,67.668137,34.610786
"2014-04-15",2014-04-15,67.185623,35.114315
"2014-04-16",2014-04-16,67.321823,35.688511
"2014-04-17",2014-04-17,68.091019,35.343998
"2014-04-21",2014-04-21,68.899124,35.282162
"2014-04-22",2014-04-22,68.96788,35.326328
"2014-04-23",2014-04-23,68.066368,35.061306
"2014-04-24",2014-04-24,73.646561,35.211483
"2014-04-25",2014-04-25,74.187462,35.255661
"2014-04-28",2014-04-28,77.060608,36.103695
"2014-04-29",2014-04-29,76.832321,35.78569
"2014-04-30",2014-04-30,76.541756,35.688511
"2014-05-01",2014-05-01,76.722069,35.335155
"2014-05-02",2014-05-02,76.864746,35.061306
"2014-05-05",2014-05-05,77.951714,34.831638
"2014-05-06",2014-05-06,77.102119,34.504791
"2014-05-07",2014-05-07,76.832321,34.822803
"2014-05-08",2014-05-08,76.695351,35.017136
"2014-05-09",2014-05-09,76.375778,34.92881
"2014-05-12",2014-05-12,77.32666,35.308666
"2014-05-13",2014-05-13,77.447975,35.958076
"2014-05-14",2014-05-14,77.462318,35.797955
"2014-05-15",2014-05-15,76.803604,35.228588
"2014-05-16",2014-05-16,77.937103,35.433205
"2014-05-19",2014-05-19,78.860596,35.362041
"2014-05-20",2014-05-20,78.876244,35.299767
"2014-05-21",2014-05-21,79.084953,35.895802
"2014-05-22",2014-05-22,79.210167,35.673401
"2014-05-23",2014-05-23,80.104965,35.691181
"2014-05-27",2014-05-27,81.60498,35.75346
"2014-05-28",2014-05-28,81.393684,35.593346
"2014-05-29",2014-05-29,82.876732,35.886913
"2014-05-30",2014-05-30,82.566299,36.420677
"2014-06-02",2014-06-02,81.998901,36.287231
"2014-06-03",2014-06-03,83.158447,35.842422
"2014-06-04",2014-06-04,84.108047,35.869114
"2014-06-05",2014-06-05,84.438065,36.660873
"2014-06-06",2014-06-06,84.205879,36.901066
"2014-06-09",2014-06-09,85.553299,36.714249
"2014-06-10",2014-06-10,86.055473,36.571911
"2014-06-11",2014-06-11,85.699394,36.349506
"2014-06-12",2014-06-12,84.265892,36.100418
"2014-06-13",2014-06-13,83.343689,36.678658
"2014-06-16",2014-06-16,84.183716,36.918858
"2014-06-17",2014-06-17,84.074142,37.078991
"2014-06-18",2014-06-18,84.165443,37.052299
"2014-06-19",2014-06-19,83.87326,36.927753
"2014-06-20",2014-06-20,83.005875,37.078991
"2014-06-23",2014-06-23,82.932816,37.354763
"2014-06-24",2014-06-24,82.430641,37.141262
"2014-06-25",2014-06-25,82.503693,37.390354
"2014-06-26",2014-06-26,82.996742,37.114571
"2014-06-27",2014-06-27,83.982841,37.586067
"2014-06-30",2014-06-30,84.85022,37.096779
"2014-07-01",2014-07-01,85.388931,37.248013
"2014-07-02",2014-07-02,85.352425,37.274704
"2014-07-03",2014-07-03,85.854591,37.185738
"2014-07-07",2014-07-07,87.625931,37.354763
"2014-07-08",2014-07-08,87.05983,37.167946
"2014-07-09",2014-07-09,87.096336,37.070087
"2014-07-10",2014-07-10,86.776787,37.087879
"2014-07-11",2014-07-11,86.941147,37.443733
"2014-07-14",2014-07-14,88.064171,37.488201
"2014-07-15",2014-07-15,87.032448,37.763988
"2014-07-16",2014-07-16,86.539406,39.214054
"2014-07-17",2014-07-17,84.996323,39.614372
"2014-07-18",2014-07-18,86.219818,39.756718
"2014-07-21",2014-07-21,85.772446,39.890148
"2014-07-22",2014-07-22,86.484596,39.881268
"2014-07-23",2014-07-23,88.739861,39.916832
"2014-07-24",2014-07-24,88.593758,39.498734
"2014-07-25",2014-07-25,89.178123,39.587696
"2014-07-28",2014-07-28,90.410744,39.116199
"2014-07-29",2014-07-29,89.826393,39.045021
"2014-07-30",2014-07-30,89.616379,38.769245
"2014-07-31",2014-07-31,87.288086,38.395622
"2014-08-01",2014-08-01,87.772003,38.128727
"2014-08-04",2014-08-04,87.278961,38.582436
"2014-08-05",2014-08-05,86.849831,38.32444
"2014-08-06",2014-08-06,86.703743,38.02198
"2014-08-07",2014-08-07,86.694572,38.457886
"2014-08-08",2014-08-08,86.933136,38.431206
"2014-08-11",2014-08-11,88.080132,38.431206
"2014-08-12",2014-08-12,88.06179,38.71587
"2014-08-13",2014-08-13,89.227127,39.214054
"2014-08-14",2014-08-14,89.465721,39.383072
"2014-08-15",2014-08-15,89.906174,39.84568
"2014-08-18",2014-08-18,90.98893,40.130352
"2014-08-19",2014-08-19,92.246033,40.57793
"2014-08-20",2014-08-20,92.282745,40.237785
"2014-08-21",2014-08-21,92.291901,40.479465
"2014-08-22",2014-08-22,92.970932,40.416813
"2014-08-25",2014-08-25,93.172791,40.434704
"2014-08-26",2014-08-26,92.576363,40.291481
"2014-08-27",2014-08-27,93.714172,40.166161
"2014-08-28",2014-08-28,93.82431,40.17511
"2014-08-29",2014-08-29,94.05368,40.667454
"2014-09-02",2014-09-02,94.787781,40.363098
"2014-09-03",2014-09-03,90.787048,40.246719
"2014-09-04",2014-09-04,90.034622,40.515274
"2014-09-05",2014-09-05,90.814583,41.09713
"2014-09-08",2014-09-08,90.254837,41.598427
"2014-09-09",2014-09-09,89.915321,41.858036
"2014-09-10",2014-09-10,92.677299,41.929638
"2014-09-11",2014-09-11,93.071877,42.072861
"2014-09-12",2014-09-12,93.282913,41.804314
"2014-09-15",2014-09-15,93.255379,41.392536
"2014-09-16",2014-09-16,92.548836,41.858036
"2014-09-17",2014-09-17,93.209496,41.643196
"2014-09-18",2014-09-18,93.402184,41.786419
"2014-09-19",2014-09-19,92.640594,42.538345
"2014-09-22",2014-09-22,92.732346,42.126568
"2014-09-23",2014-09-23,94.182167,41.678993
"2014-09-24",2014-09-24,93.365494,42.144482
"2014-09-25",2014-09-25,89.805222,41.213509
"2014-09-26",2014-09-26,92.447876,41.544716
"2014-09-29",2014-09-29,91.860641,41.571568
"2014-09-30",2014-09-30,92.447876,41.499958
"2014-10-01",2014-10-01,91.007271,41.088188
"2014-10-02",2014-10-02,91.667946,40.962856
"2014-10-03",2014-10-03,91.411026,41.258266
"2014-10-06",2014-10-06,91.411026,41.258266
"2014-10-07",2014-10-07,90.612694,40.756962
"2014-10-08",2014-10-08,92.493782,41.875931
"2014-10-09",2014-10-09,92.695656,41.043427
"2014-10-10",2014-10-10,92.429558,39.414215
"2014-10-13",2014-10-13,91.585358,39.074055
"2014-10-14",2014-10-14,90.612694,39.145676
"2014-10-15",2014-10-15,89.502411,38.689137
"2014-10-16",2014-10-16,88.327888,38.259464
"2014-10-17",2014-10-17,89.621696,39.056164
"2014-10-20",2014-10-20,91.539482,39.458977
"2014-10-21",2014-10-21,94.026176,40.17511
"2014-10-22",2014-10-22,94.503311,39.727531
"2014-10-23",2014-10-23,96.191689,40.30043
"2014-10-24",2014-10-24,96.549545,41.294075
"2014-10-27",2014-10-27,96.448616,41.09713
"2014-10-28",2014-10-28,97.944298,41.616329
"2014-10-29",2014-10-29,98.49485,41.732697
"2014-10-30",2014-10-30,98.164513,41.222458
"2014-10-31",2014-10-31,99.100471,42.028111
"2014-11-03",2014-11-03,100.385109,42.466732
"2014-11-04",2014-11-04,99.651047,42.583115
"2014-11-05",2014-11-05,99.889618,42.842709
"2014-11-06",2014-11-06,100.175293,43.594646
"2014-11-07",2014-11-07,100.460983,43.576752
"2014-11-10",2014-11-10,100.295105,43.764729
"2014-11-11",2014-11-11,101.09687,43.74683
"2014-11-12",2014-11-12,102.525322,43.666264
"2014-11-13",2014-11-13,103.972198,44.409256
"2014-11-14",2014-11-14,105.22554,44.382393
"2014-11-17",2014-11-17,105.05043,44.274975
"2014-11-18",2014-11-18,106.414368,43.905632
"2014-11-19",2014-11-19,105.677094,43.437222
"2014-11-20",2014-11-20,107.188477,43.869606
"2014-11-21",2014-11-21,107.335945,43.221031
"2014-11-24",2014-11-24,109.326523,42.869705
"2014-11-25",2014-11-25,108.377327,42.761612
"2014-11-26",2014-11-26,109.667534,43.01384
"2014-11-28",2014-11-28,109.603027,43.06789
"2014-12-01",2014-12-01,106.045738,43.797543
"2014-12-02",2014-12-02,105.640228,43.653416
"2014-12-03",2014-12-03,106.838287,43.311108
"2014-12-04",2014-12-04,106.432808,43.99572
"2014-12-05",2014-12-05,105.981209,43.617382
"2014-12-08",2014-12-08,103.585136,42.9688
"2014-12-09",2014-12-09,105.170227,42.869705
"2014-12-10",2014-12-10,103.170418,42.248138
"2014-12-11",2014-12-11,102.866295,42.491364
"2014-12-12",2014-12-12,101.124519,42.293186
"2014-12-15",2014-12-15,99.742172,42.040955
"2014-12-16",2014-12-16,98.378212,40.680733
"2014-12-17",2014-12-17,100.82962,41.203209
"2014-12-18",2014-12-18,103.815514,42.806644
"2014-12-19",2014-12-19,103.013756,42.932766
"2014-12-22",2014-12-22,104.082771,43.221031
"2014-12-23",2014-12-23,103.714149,43.644402
"2014-12-24",2014-12-24,103.225708,43.365158
"2014-12-26",2014-12-26,105.05043,43.130943
"2014-12-29",2014-12-29,104.97673,42.743599
"2014-12-30",2014-12-30,103.695717,42.356247
"2014-12-31",2014-12-31,101.723541,41.842781
"2015-01-02",2015-01-02,100.755898,42.12204
"2015-01-05",2015-01-05,97.917427,41.73468
"2015-01-06",2015-01-06,97.926666,41.122128
"2015-01-07",2015-01-07,99.299805,41.644604
"2015-01-08",2015-01-08,103.115128,42.869705
"2015-01-09",2015-01-09,103.225708,42.509384
"2015-01-12",2015-01-12,100.682159,41.977894
"2015-01-13",2015-01-13,101.57608,41.761707
"2015-01-14",2015-01-14,101.189041,41.401379
"2015-01-15",2015-01-15,98.442726,40.968994
"2015-01-16",2015-01-16,97.677811,41.65361
"2015-01-20",2015-01-20,100.193726,41.788723
"2015-01-21",2015-01-21,100.958649,41.365345
"2015-01-22",2015-01-22,103.585136,42.45533
"2015-01-23",2015-01-23,104.119629,42.500378
"2015-01-26",2015-01-26,104.230232,42.347233
"2015-01-27",2015-01-27,100.580803,38.428696
"2015-01-28",2015-01-28,106.266914,37.1045
"2015-01-29",2015-01-29,109.575378,37.843174
"2015-01-30",2015-01-30,107.971832,36.392864
"2015-02-02",2015-02-02,109.326523,37.185577
"2015-02-03",2015-02-03,109.344986,37.473843
"2015-02-04",2015-02-04,110.183594,37.690033
"2015-02-05",2015-02-05,110.970047,38.239532
"2015-02-06",2015-02-06,110.035568,38.203495
"2015-02-09",2015-02-09,110.76651,38.158447
"2015-02-10",2015-02-10,112.894493,38.374645
"2015-02-11",2015-02-11,115.540604,38.176479
"2015-02-12",2015-02-12,117.002419,38.81604
"2015-02-13",2015-02-13,117.576057,39.518677
"2015-02-17",2015-02-17,118.269974,39.536827
"2015-02-18",2015-02-18,119.09343,39.491459
"2015-02-19",2015-02-19,118.843582,39.464249
"2015-02-20",2015-02-20,119.815071,39.790859
"2015-02-23",2015-02-23,123.053322,40.053944
"2015-02-24",2015-02-24,122.285408,39.999516
"2015-02-25",2015-02-25,119.158165,39.908787
"2015-02-26",2015-02-26,120.66629,39.97229
"2015-02-27",2015-02-27,118.852852,39.781765
"2015-03-02",2015-03-02,119.435738,39.808998
"2015-03-03",2015-03-03,119.685532,39.264656
"2015-03-04",2015-03-04,118.92688,39.065071
"2015-03-05",2015-03-05,116.956177,39.110435
"2015-03-06",2015-03-06,117.131958,38.430016
"2015-03-09",2015-03-09,117.631577,38.874557
"2015-03-10",2015-03-10,115.198265,38.13063
"2015-03-11",2015-03-11,113.098038,38.085266
"2015-03-12",2015-03-12,115.142754,37.21434
"2015-03-13",2015-03-13,114.347054,37.540939
"2015-03-16",2015-03-16,115.605362,37.704235
"2015-03-17",2015-03-17,117.539047,37.831245
"2015-03-18",2015-03-18,118.862114,38.557026
"2015-03-19",2015-03-19,117.964661,38.366516
"2015-03-20",2015-03-20,116.484314,38.901772
"2015-03-23",2015-03-23,117.69632,38.883629
"2015-03-24",2015-03-24,117.215256,38.919918
"2015-03-25",2015-03-25,114.152763,37.613514
"2015-03-26",2015-03-26,114.948456,37.386703
"2015-03-27",2015-03-27,114.032494,37.168976
"2015-03-30",2015-03-30,116.919159,37.159908
"2015-03-31",2015-03-31,115.124252,36.887737
"2015-04-01",2015-04-01,114.957703,36.942169
"2015-04-02",2015-04-02,115.947678,36.552055
"2015-04-06",2015-04-06,117.825859,37.69516
"2015-04-07",2015-04-07,116.586082,37.67701
"2015-04-08",2015-04-08,116.206741,37.577217
"2015-04-09",2015-04-09,117.094955,37.63166
"2015-04-10",2015-04-10,117.594566,37.849388
"2015-04-13",2015-04-13,117.363266,37.885674
"2015-04-14",2015-04-14,116.854393,37.785885
"2015-04-15",2015-04-15,117.298492,38.339291
"2015-04-16",2015-04-16,116.734108,38.248569
"2015-04-17",2015-04-17,115.420311,37.758667
"2015-04-20",2015-04-20,118.057198,38.928989
"2015-04-21",2015-04-21,117.41877,38.684036
"2015-04-22",2015-04-22,119.0009,39.00156
"2015-04-23",2015-04-23,119.972366,39.319099
"2015-04-24",2015-04-24,120.536766,43.428814
"2015-04-27",2015-04-27,122.729507,43.573978
"2015-04-28",2015-04-28,120.79583,44.599136
"2015-04-29",2015-04-29,119.019402,44.508415
"2015-04-30",2015-04-30,115.790398,44.127377
"2015-05-01",2015-05-01,119.306213,44.145527
"2015-05-04",2015-05-04,119.074913,43.764496
"2015-05-05",2015-05-05,116.3918,43.183861
"2015-05-06",2015-05-06,115.660881,41.986328
"2015-05-07",2015-05-07,116.376266,42.367367
"2015-05-08",2015-05-08,118.568901,43.319954
"2015-05-11",2015-05-11,117.361092,42.975212
"2015-05-12",2015-05-12,116.943008,42.957066
"2015-05-13",2015-05-13,117.073074,43.21109
"2015-05-14",2015-05-14,119.804558,44.199951
"2015-05-15",2015-05-15,119.637329,43.81892
"2015-05-18",2015-05-18,120.956619,43.555828
"2015-05-19",2015-05-19,120.845154,43.446251
"2015-05-20",2015-05-20,120.835808,43.446251
"2015-05-21",2015-05-21,122.071541,43.300148
"2015-05-22",2015-05-22,123.139961,42.825329
"2015-05-26",2015-05-26,120.427025,42.542263
"2015-05-27",2015-05-27,122.675392,43.473648
"2015-05-28",2015-05-28,122.433838,43.327549
"2015-05-29",2015-05-29,121.040253,42.788803
"2015-06-01",2015-06-01,121.281799,43.126656
"2015-06-02",2015-06-02,120.742943,42.843594
"2015-06-03",2015-06-03,120.891586,42.779675
"2015-06-04",2015-06-04,120.185486,42.332241
"2015-06-05",2015-06-05,119.525826,42.131355
"2015-06-08",2015-06-08,118.73613,41.756981
"2015-06-09",2015-06-09,118.383064,41.683933
"2015-06-10",2015-06-10,119.739525,42.560532
"2015-06-11",2015-06-11,119.470093,42.405289
"2015-06-12",2015-06-12,118.15081,41.976128
"2015-06-15",2015-06-15,117.918549,41.528698
"2015-06-16",2015-06-16,118.550316,41.848297
"2015-06-17",2015-06-17,118.271584,41.976128
"2015-06-18",2015-06-18,118.810448,42.660973
"2015-06-19",2015-06-19,117.621239,42.094841
"2015-06-22",2015-06-22,118.559601,42.213547
"2015-06-23",2015-06-23,118.020721,41.921341
"2015-06-24",2015-06-24,119.024139,41.674797
"2015-06-25",2015-06-25,118.457405,41.683933
"2015-06-26",2015-06-26,117.760605,41.327812
"2015-06-29",2015-06-29,115.698044,40.515144
"2015-06-30",2015-06-30,116.534195,40.314255
"2015-07-01",2015-07-01,117.621239,40.588188
"2015-07-02",2015-07-02,117.472565,40.54253
"2015-07-06",2015-07-06,117.063797,40.533401
"2015-07-07",2015-07-07,116.775772,40.451221
"2015-07-08",2015-07-08,113.877052,40.396439
"2015-07-09",2015-07-09,111.554359,40.652107
"2015-07-10",2015-07-10,114.536697,40.734291
"2015-07-13",2015-07-13,116.747902,41.583492
"2015-07-14",2015-07-14,116.701447,41.656532
"2015-07-15",2015-07-15,117.825638,41.784374
"2015-07-16",2015-07-16,119.395767,42.606182
"2015-07-17",2015-07-17,120.427025,42.569649
"2015-07-20",2015-07-20,122.703278,42.843594
"2015-07-21",2015-07-21,121.476906,43.172314
"2015-07-22",2015-07-22,116.339096,41.583492
"2015-07-23",2015-07-23,116.283371,42.103966
"2015-07-24",2015-07-24,115.670166,41.94873
"2015-07-27",2015-07-27,114.062859,41.409992
"2015-07-28",2015-07-28,114.629601,41.400871
"2015-07-29",2015-07-29,114.267258,42.268326
"2015-07-30",2015-07-30,113.691231,42.807076
"2015-07-31",2015-07-31,112.697105,42.642704
"2015-08-03",2015-08-03,110.03997,42.743153
"2015-08-04",2015-08-04,106.509476,43.409725
"2015-08-05",2015-08-05,107.215553,43.446251
"2015-08-06",2015-08-06,107.448891,42.569649
"2015-08-07",2015-08-07,107.812859,42.679237
"2015-08-10",2015-08-10,111.732651,43.217979
"2015-08-11",2015-08-11,105.918304,42.377899
"2015-08-12",2015-08-12,107.551552,42.679237
"2015-08-13",2015-08-13,107.467552,42.670109
"2015-08-14",2015-08-14,108.223495,42.916637
"2015-08-17",2015-08-17,109.343437,43.208843
"2015-08-18",2015-08-18,108.727463,43.447815
"2015-08-19",2015-08-19,107.336884,42.841194
"2015-08-20",2015-08-20,105.134331,41.967999
"2015-08-21",2015-08-21,98.704018,39.587425
"2015-08-24",2015-08-24,96.240166,38.309822
"2015-08-25",2015-08-25,96.818787,37.197659
"2015-08-26",2015-08-26,102.371834,39.256535
"2015-08-27",2015-08-27,105.386337,40.350307
"2015-08-28",2015-08-28,105.731636,40.377884
"2015-08-31",2015-08-31,105.237,40.001041
"2015-09-01",2015-09-01,100.533249,38.438499
"2015-09-02",2015-09-02,104.845024,39.85397
"2015-09-03",2015-09-03,103.006447,39.982655
"2015-09-04",2015-09-04,101.979836,39.164623
"2015-09-08",2015-09-08,104.817017,40.341122
"2015-09-09",2015-09-09,102.801125,39.587425
"2015-09-10",2015-09-10,105.059677,39.789639
"2015-09-11",2015-09-11,106.590263,39.964264
"2015-09-14",2015-09-14,107.616867,39.559856
"2015-09-15",2015-09-15,108.522148,40.42384
"2015-09-16",2015-09-16,108.643478,40.717972
"2015-09-17",2015-09-17,106.319611,40.672009
"2015-09-18",2015-09-18,105.880959,39.964264
"2015-09-21",2015-09-21,107.523544,40.543335
"2015-09-22",2015-09-22,105.834305,40.350307
"2015-09-23",2015-09-23,106.692917,40.322735
"2015-09-24",2015-09-24,107.327568,40.359509
"2015-09-25",2015-09-25,107.056892,40.387074
"2015-09-28",2015-09-28,104.938339,39.789639
"2015-09-29",2015-09-29,101.783844,39.927505
"2015-09-30",2015-09-30,102.941124,40.681206
"2015-10-01",2015-10-01,102.269157,41.002899
"2015-10-02",2015-10-02,103.015785,41.885273
"2015-10-05",2015-10-05,103.389107,42.859566
"2015-10-06",2015-10-06,103.883736,42.969864
"2015-10-07",2015-10-07,103.389107,43.01582
"2015-10-08",2015-10-08,102.194481,43.613262
"2015-10-09",2015-10-09,104.639717,43.300755
"2015-10-12",2015-10-12,104.154366,43.19965
"2015-10-13",2015-10-13,104.331711,43.098553
"2015-10-14",2015-10-14,102.857132,42.905529
"2015-10-15",2015-10-15,104.397049,43.208843
"2015-10-16",2015-10-16,103.631767,43.668411
"2015-10-19",2015-10-19,104.275711,43.76952
"2015-10-20",2015-10-20,106.179642,43.907383
"2015-10-21",2015-10-21,106.170296,43.383476
"2015-10-22",2015-10-22,107.794189,44.14637
"2015-10-23",2015-10-23,111.135353,48.595009
"2015-10-26",2015-10-26,107.588867,49.863422
"2015-10-27",2015-10-27,106.90757,49.348709
"2015-10-28",2015-10-28,111.312668,49.61525
"2015-10-29",2015-10-29,112.488594,49.045387
"2015-10-30",2015-10-30,111.527328,48.383606
"2015-11-02",2015-11-02,113.095245,48.935093
"2015-11-03",2015-11-03,114.392502,49.771523
"2015-11-04",2015-11-04,113.860535,50.001301
"2015-11-05",2015-11-05,113.335655,49.982918
"2015-11-06",2015-11-06,113.466873,50.479248
"2015-11-09",2015-11-09,113.007607,49.780704
"2015-11-10",2015-11-10,109.445953,49.183262
"2015-11-11",2015-11-11,108.827339,49.311943
"2015-11-12",2015-11-12,108.461807,49.008629
"2015-11-13",2015-11-13,105.293808,48.56744
"2015-11-16",2015-11-16,107.018402,49.422237
"2015-11-17",2015-11-17,106.559135,49.015099
"2015-11-18",2015-11-18,109.933342,49.829388
"2015-11-19",2015-11-19,111.329895,49.912678
"2015-11-20",2015-11-20,111.817261,50.144005
"2015-11-23",2015-11-23,110.364494,50.144005
"2015-11-24",2015-11-24,111.423599,50.19952
"2015-11-25",2015-11-25,110.626923,49.681332
"2015-11-27",2015-11-27,110.420731,49.903416
"2015-11-30",2015-11-30,110.879997,50.292049
"2015-12-01",2015-12-01,109.980186,51.097107
"2015-12-02",2015-12-02,108.986679,51.087849
"2015-12-03",2015-12-03,107.974419,50.153259
"2015-12-04",2015-12-04,111.564194,51.73558
"2015-12-07",2015-12-07,110.861244,51.643044
"2015-12-08",2015-12-08,110.814377,51.624538
"2015-12-09",2015-12-09,108.36808,50.875023
"2015-12-10",2015-12-10,108.883583,51.143368
"2015-12-11",2015-12-11,106.081123,50.023716
"2015-12-14",2015-12-14,105.425026,51.023075
"2015-12-15",2015-12-15,103.559845,51.078594
"2015-12-16",2015-12-16,104.356514,51.939148
"2015-12-17",2015-12-17,102.144554,51.54126
"2015-12-18",2015-12-18,99.379585,50.088486
"2015-12-21",2015-12-21,100.598045,50.736225
"2015-12-22",2015-12-22,100.504333,51.217388
"2015-12-23",2015-12-23,101.79776,51.652302
"2015-12-24",2015-12-24,101.254143,51.513504
"2015-12-28",2015-12-28,100.120033,51.772598
"2015-12-29",2015-12-29,101.919609,52.327797
"2015-12-30",2015-12-30,100.588676,52.105721
"2015-12-31",2015-12-31,98.657883,51.337688
"2016-01-04",2016-01-04,98.742249,50.708462
"2016-01-05",2016-01-05,96.267815,50.939793
"2016-01-06",2016-01-06,94.383888,50.014458
"2016-01-07",2016-01-07,90.400467,48.274826
"2016-01-08",2016-01-08,90.878479,48.422878
"2016-01-11",2016-01-11,92.350006,48.395107
"2016-01-12",2016-01-12,93.6903,48.839272
"2016-01-13",2016-01-13,91.281494,47.784397
"2016-01-14",2016-01-14,93.277916,49.144646
"2016-01-15",2016-01-15,91.037811,47.182934
"2016-01-19",2016-01-19,90.59729,46.785038
"2016-01-20",2016-01-20,90.719131,46.997856
"2016-01-21",2016-01-21,90.259872,46.710999
"2016-01-22",2016-01-22,95.058739,48.385864
"2016-01-25",2016-01-25,93.202934,47.923195
"2016-01-26",2016-01-26,93.718437,48.274826
"2016-01-27",2016-01-27,87.560509,47.39576
"2016-01-28",2016-01-28,88.188484,48.173035
"2016-01-29",2016-01-29,91.23465,50.97681
"2016-02-01",2016-02-01,90.381721,50.625172
"2016-02-02",2016-02-02,88.554024,49.042854
